reference_number,local_name,site,temperature_c,conductivity_m_s_cm,turbidity,sampling_method,method_number,haul_number_pass_number,ef_seconds,ef_length_m,ef_width_m,enclosure,voltage,frequency,pulse,make,model,date_in,time_in,date_out,time_out,species,stage,fish_activity,total_number,min,max,comments
8,123377_us_ef2,123377,7.2,272,lightly turbid,electrofishing,,1,332,15,3.2,open,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,3,66,70,
9,123377_us_ef3,123377,7.2,272,lightly turbid,electrofishing,,1,252,8,2.35,open,250,60,,other,halltech HT2000,,NA,,NA,Coho Salmon,parr,,3,79,109,
9,123377_us_ef3,123377,7.2,272,lightly turbid,electrofishing,,1,252,8,2.35,open,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,fry,,1,62,62,
9,123377_us_ef3,123377,7.2,272,lightly turbid,electrofishing,,1,252,8,2.35,open,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,1,70,70,
10,123377_ds_ef1,123377,7.2,272,clear,electrofishing,,1,204,9,2.35,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,fry,,1,63,63,
10,123377_ds_ef1,123377,7.2,272,clear,electrofishing,,1,204,9,2.35,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,2,68,105,
10,123377_ds_ef1,123377,7.2,272,clear,electrofishing,,1,204,9,2.35,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,juvenile,,1,124,124,
11,123377_ds_ef2,123377,7.2,272,clear,electrofishing,,1,196,8,2.47,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,fry,,1,59,59,
11,123377_ds_ef2,123377,7.2,272,clear,electrofishing,,1,196,8,2.47,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,3,69,105,
14,8525_ds_ef1,8525,6.7,133,Moderately Turbid,electrofishing,,1,274,8,1.8,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,parr,,2,85,87,
14,8525_ds_ef1,8525,6.7,133,Moderately Turbid,electrofishing,,1,274,8,1.8,Open,350,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,fry,,12,35,50,
15,8525_ds_ef2,8525,6.7,133,Moderately Turbid,electrofishing,,1,285,11,1.47,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,parr,,3,79,90,
16,8525_ds_ef3,8525,6.7,133,Moderately Turbid,electrofishing,,1,222,13,1.13,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,parr,,2,80,82,
17,8525_us_ef1,8525,6.7,133,Moderately Turbid,electrofishing,,1,188,8,1.5,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,parr,,3,74,89,
18,8525_us_ef2,8525,6.7,133,Moderately Turbid,electrofishing,,1,363,40,1.35,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,parr,,2,90,110,
18,8525_us_ef2,8525,6.7,133,Moderately Turbid,electrofishing,,1,363,40,1.35,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,juvenile,,1,121,121,
19,8525_us_ef3,8525,6.7,133,Moderately Turbid,electrofishing,,1,666,1,1.63,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,parr,,3,83,110,
20,8478_ds_ef1,8478,5.6,153,clear,electrofishing,,1,604,,2.22,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,fry,,2,29,65,
20,8478_ds_ef1,8478,5.6,153,clear,electrofishing,,1,604,,2.22,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,parr,,2,90,92,
21,8478_ds_ef2,8478,5.6,153,clear,electrofishing,,1,1017,45,1.77,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,fry,,1,63,63,
21,8478_ds_ef2,8478,5.6,153,clear,electrofishing,,1,1017,45,1.77,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,parr,,1,108,108,
21,8478_ds_ef2,8478,5.6,153,clear,electrofishing,,1,1017,45,1.77,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,juvenile,,2,115,122,
22,8478_ds_ef3,8478,5.6,153,clear,electrofishing,,1,,25,1.83,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,fry,,1,64,64,
22,8478_ds_ef3,8478,5.6,153,clear,electrofishing,,1,,25,1.83,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,parr,,2,97,109,
22,8478_ds_ef3,8478,5.6,153,clear,electrofishing,,1,,25,1.83,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,adult,,1,169,169,
23,8478_us,8478,4.9,94,clear,electrofishing,,1,747,400,1.83,Open,350,60,,,,,NA,,NA,Dolly Varden,fry,,3,53,63,
23,8478_us,8478,4.9,94,clear,electrofishing,,1,747,400,1.83,Open,350,60,,,,,NA,,NA,Dolly Varden,parr,,2,82,101,
25,8547_ds_ef1,8547,5.9,113,clear,electrofishing,,1,242,50,1.57,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,3,27,36,
25,8547_ds_ef1,8547,5.9,113,clear,electrofishing,,1,242,50,1.57,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,1,70,70,
26,8547_ds_ef2,8547,5.9,113,clear,electrofishing,,1,153,18,1.35,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,5,30,61,
26,8547_ds_ef2,8547,5.9,113,clear,electrofishing,,1,153,18,1.35,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,4,75,95,
27,8547_ds_ef3,8547,5.9,113,clear,electrofishing,,1,71,3,1.9,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,1,99,99,
27,8547_ds_ef3,8547,5.9,113,clear,electrofishing,,1,71,3,1.9,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),juvenile,,1,113,113,
28,8547_us_ef1,8547,4.9,94,clear,electrofishing,,1,56,15,1.07,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,4,28,34,
29,8547_us_ef2,8547,4.9,94,clear,electrofishing,,1,139,12,1.1,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,5,31,64,
29,8547_us_ef2,8547,4.9,94,clear,electrofishing,,1,139,12,1.1,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,3,68,89,
30,8547_us_ef3,8547,4.9,94,clear,electrofishing,,1,183,12,1.6,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,4,33,62,
30,8547_us_ef3,8547,4.9,94,clear,electrofishing,,1,183,12,1.6,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,3,66,73,
31,198215_ds_ef1,198215,9.9,282,clear,electrofishing,,1,255,5,5.1,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,5,47,59,
31,198215_ds_ef1,198215,9.9,282,clear,electrofishing,,1,255,5,5.1,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,7,80,109,
31,198215_ds_ef1,198215,9.9,282,clear,electrofishing,,1,255,5,5.1,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),juvenile,,5,111,135,
31,198215_ds_ef1,198215,9.9,282,clear,electrofishing,,1,255,5,5.1,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),adult,,1,162,162,
31,198215_ds_ef1,198215,9.9,282,clear,electrofishing,,1,255,5,5.1,Open,350,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,fry,,2,46,48,
31,198215_ds_ef1,198215,9.9,282,clear,electrofishing,,1,255,5,5.1,Open,350,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,3,78,98,
32,198215_ds_ef2,198215,9.9,282,clear,electrofishing,,1,115,3,4.1,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,5,49,60,
32,198215_ds_ef2,198215,9.9,282,clear,electrofishing,,1,115,3,4.1,Open,250,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,parr,,1,101,101,
32,198215_ds_ef2,198215,9.9,282,clear,electrofishing,,1,115,3,4.1,Open,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,1,99,99,
33,198215_ds_ef3,198215,9.9,282,clear,electrofishing,,1,150,15,2.03,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,11,36,59,
33,198215_ds_ef3,198215,9.9,282,clear,electrofishing,,1,150,15,2.03,Open,250,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,fry,,1,53,53,
33,198215_ds_ef3,198215,9.9,282,clear,electrofishing,,1,150,15,2.03,Open,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,fry,,2,37,40,
34,198215_us_ef1,198215,9.9,282,clear,electrofishing,,1,390,13,2.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,6,55,60,
34,198215_us_ef1,198215,9.9,282,clear,electrofishing,,1,390,13,2.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,1,98,98,
34,198215_us_ef1,198215,9.9,282,clear,electrofishing,,1,390,13,2.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,fry,,1,45,45,
34,198215_us_ef1,198215,9.9,282,clear,electrofishing,,1,390,13,2.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,4,81,105,
35,198215_us_ef2,198215,9.9,282,clear,electrofishing,,1,115,10,1.53,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,9,51,65,
35,198215_us_ef2,198215,9.9,282,clear,electrofishing,,1,115,10,1.53,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,3,67,105,
36,198215_us_ef3,198215,9.9,282,clear,electrofishing,,1,154,12,2,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,14,40,60,
36,198215_us_ef3,198215,9.9,282,clear,electrofishing,,1,154,12,2,Open,350,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,fry,,1,43,43,
36,198215_us_ef3,198215,9.9,282,clear,electrofishing,,1,154,12,2,Open,350,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,3,85,108,
37,198217_us_ef1,198217,9.4,172,clear,electrofishing,,1,262,10,3.17,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,11,35,63,
37,198217_us_ef1,198217,9.4,172,clear,electrofishing,,1,262,10,3.17,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,2,95,96,
38,198217_us_ef2,198217,9.4,172,clear,electrofishing,,1,275,13,3.63,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,9,42,62,
38,198217_us_ef2,198217,9.4,172,clear,electrofishing,,1,275,13,3.63,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,4,77,92,
38,198217_us_ef2,198217,9.4,172,clear,electrofishing,,1,275,13,3.63,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),adult,,1,152,152,
39,198217_us_ef3,198217,9.4,172,clear,electrofishing,,1,235,8,2.87,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,1,46,46,
39,198217_us_ef3,198217,9.4,172,clear,electrofishing,,1,235,8,2.87,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,3,88,104,
39,198217_us_ef3,198217,9.4,172,clear,electrofishing,,1,235,8,2.87,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),juvenile,,2,113,131,
39,198217_us_ef3,198217,9.4,172,clear,electrofishing,,1,235,8,2.87,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),adult,,3,141,167,
40,198217_ds_ef1,198217,9.4,172,lightly turbid,electrofishing,,1,170,6,4.03,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,6,38,57,
41,198217_ds_ef2,198217,9.4,172,lightly turbid,electrofishing,,1,212,14,3.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,8,38,60,
41,198217_ds_ef2,198217,9.4,172,lightly turbid,electrofishing,,1,212,14,3.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,2,101,103,
41,198217_ds_ef2,198217,9.4,172,lightly turbid,electrofishing,,1,212,14,3.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,fry,,2,59,62,
41,198217_ds_ef2,198217,9.4,172,lightly turbid,electrofishing,,1,212,14,3.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,adult,,1,141,141,
42,198217_ds_ef3,198217,9.4,172,lightly turbid,electrofishing,,1,299,1,5.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),fry,,1,49,49,
42,198217_ds_ef3,198217,9.4,172,lightly turbid,electrofishing,,1,299,1,5.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,8,94,108,
42,198217_ds_ef3,198217,9.4,172,lightly turbid,electrofishing,,1,299,1,5.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),juvenile,,2,115,116,
42,198217_ds_ef3,198217,9.4,172,lightly turbid,electrofishing,,1,299,1,5.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,fry,,2,52,58,
42,198217_ds_ef3,198217,9.4,172,lightly turbid,electrofishing,,1,299,1,5.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,parr,,2,108,108,
42,198217_ds_ef3,198217,9.4,172,lightly turbid,electrofishing,,1,299,1,5.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,juvenile,,6,118,140,
42,198217_ds_ef3,198217,9.4,172,lightly turbid,electrofishing,,1,299,1,5.3,Open,250,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,adult,,1,176,176,
45,123377_ds_ef3,123377,7.2,272,clear,electrofishing,,1,275,8,2.8,Closed,250,60,,other,halltech HT2000,,NA,,NA,Coho Salmon,parr,,7,82,95,
45,123377_ds_ef3,123377,7.2,272,clear,electrofishing,,1,275,8,2.8,Closed,250,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,juvenile,,1,114,114,
45,123377_ds_ef3,123377,7.2,272,clear,electrofishing,,1,275,8,2.8,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,fry,,2,59,63,
45,123377_ds_ef3,123377,7.2,272,clear,electrofishing,,1,275,8,2.8,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,5,67,105,
45,123377_ds_ef3,123377,7.2,272,clear,electrofishing,,1,275,8,2.8,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,juvenile,,1,119,119,
46,124500_ds_ef1,124500,9,352,Moderately Turbid,electrofishing,,1,355,12,2.7,Open,250,60,,other,halltech HT2000,,NA,,NA,Coho Salmon,fry,,1,48,48,
46,124500_ds_ef1,124500,9,352,Moderately Turbid,electrofishing,,1,355,12,2.7,Open,250,60,,other,halltech HT2000,,NA,,NA,Coho Salmon,parr,,9,74,96,
46,124500_ds_ef1,124500,9,352,Moderately Turbid,electrofishing,,1,355,12,2.7,Open,250,60,,other,halltech HT2000,,NA,,NA,Longnose Dace,,,8,31,48,Not salmonids so no life stage specified.
46,124500_ds_ef1,124500,9,352,Moderately Turbid,electrofishing,,1,355,12,2.7,Open,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,juvenile,,2,118,121,
46,124500_ds_ef1,124500,9,352,Moderately Turbid,electrofishing,,1,355,12,2.7,Open,250,60,,other,halltech HT2000,,NA,,NA,Sucker (General),,,3,28,68,Not salmonids so no life stage specified.
47,124500_ds_ef2,124500,9,352,Moderately Turbid,electrofishing,,1,257,13,2.53,Open,250,60,,other,halltech HT2000,,NA,,NA,Coho Salmon,parr,,4,83,98,
48,124500_ds_ef3,124500,9,352,Moderately Turbid,electrofishing,,1,423,16,1.98,Open,250,60,,other,halltech HT2000,,NA,,NA,Coho Salmon,parr,,2,85,88,
48,124500_ds_ef3,124500,9,352,Moderately Turbid,electrofishing,,1,423,16,1.98,Open,250,60,,other,halltech HT2000,,NA,,NA,Lamprey (General),,,1,129,129,Not salmonids so no life stage specified.
48,124500_ds_ef3,124500,9,352,Moderately Turbid,electrofishing,,1,423,16,1.98,Open,250,60,,other,halltech HT2000,,NA,,NA,Longnose Dace,,,1,48,48,Not salmonids so no life stage specified.
48,124500_ds_ef3,124500,9,352,Moderately Turbid,electrofishing,,1,423,16,1.98,Open,250,60,,other,halltech HT2000,,NA,,NA,Sucker (General),,,1,68,68,Not salmonids so no life stage specified.
49,124500_us_ef3,124500,11.4,347,Moderately Turbid,electrofishing,,1,226,11,2,Open,250,60,,other,halltech HT2000,,NA,,NA,No Fish Caught,,,,,,
50,124500_us_ef1,124500,11.4,347,Moderately Turbid,electrofishing,,1,300,7,2.87,Open,250,60,,other,halltech HT2000,,NA,,NA,Coho Salmon,parr,,4,81,91,
50,124500_us_ef1,124500,11.4,347,Moderately Turbid,electrofishing,,1,300,7,2.87,Open,250,60,,other,halltech HT2000,,NA,,NA,Longnose Dace,,,1,61,61,Not salmonids so no life stage specified.
50,124500_us_ef1,124500,11.4,347,Moderately Turbid,electrofishing,,1,300,7,2.87,Open,250,60,,other,halltech HT2000,,NA,,NA,Sucker (General),,,1,71,71,Not salmonids so no life stage specified.
51,124500_us_ef2,124500,11.4,347,Moderately Turbid,electrofishing,,1,227,3,4.23,Open,250,60,,other,halltech HT2000,,NA,,NA,Coho Salmon,parr,,3,78,99,
51,124500_us_ef2,124500,11.4,347,Moderately Turbid,electrofishing,,1,227,3,4.23,Open,250,60,,other,halltech HT2000,,NA,,NA,Longnose Dace,,,7,50,80,Not salmonids so no life stage specified.
61,58067_ds,58067,8.6,138,clear,dip netting,,1,,730,2.6,,,,,,,,NA,,NA,Coho Salmon,fry,,1,65,65,
61,58067_ds,58067,8.6,138,clear,dip netting,,1,,730,2.6,,,,,,,,NA,,NA,Coho Salmon,parr,,5,67,90,
64,198022_ds_ef1,198022,6.5,267,clear,electrofishing,,1,46,2,1.25,Open,350,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,juvenile,,1,128,128,
65,198022_us_ef1,198022,7.6,112,clear,electrofishing,,1,99,4,4.05,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),parr,,15,67,110,
65,198022_us_ef1,198022,7.6,112,clear,electrofishing,,1,99,4,4.05,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),juvenile,,1,132,132,
65,198022_us_ef1,198022,7.6,112,clear,electrofishing,,1,99,4,4.05,Open,350,60,,other,halltech HT2000,,NA,,NA,Cutthroat Trout (General),adult,,1,167,167,
66,123377_ds_ef4,123377,6.1,323,Lightly Turbid,electrofishing,,1,265,9,2.35,Closed,250,60,,other,halltech HT2000,,NA,,NA,Dolly Varden,juvenile,,1,117,117,
66,123377_ds_ef4,123377,6.1,323,Lightly Turbid,electrofishing,,1,265,9,2.35,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,2,68,106,
67,123377_ds_ef5,123377,6.1,323,Lightly Turbid,electrofishing,,1,233,8,2.47,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,3,100,107,
67,123377_ds_ef5,123377,6.1,323,Lightly Turbid,electrofishing,,1,233,8,2.47,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,adult,,1,167,167,
68,123377_ds_ef6,123377,6.1,323,clear,electrofishing,,1,279,8,2.8,Closed,250,60,,other,halltech HT2000,,NA,,NA,Coho Salmon,parr,,9,79,94,
68,123377_ds_ef6,123377,6.1,323,clear,electrofishing,,1,279,8,2.8,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,fry,,3,60,63,
68,123377_ds_ef6,123377,6.1,323,clear,electrofishing,,1,279,8,2.8,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,parr,,2,89,98,
68,123377_ds_ef6,123377,6.1,323,clear,electrofishing,,1,279,8,2.8,Closed,250,60,,other,halltech HT2000,,NA,,NA,Rainbow Trout,juvenile,,1,131,131,
